flat6;Bucharest;clear sky;Both;0;Good Investment;
flat6;Moscow;clear sky;Both;651;Good Investment;
villa5;Kigali;scattered clouds;Sale;988;Good Investment;
hotel1;Gustavia;scattered clouds;Sale;404;Good Investment;
hotel8;Gustavia;scattered clouds;Both;820;Good Investment;
flat6;Jamestown;broken clouds;Both;924;Good Investment;
flat1;Basseterre;shower rain;Rental;965;
hotel7;Basseterre;shower rain;Both;616;Good Investment;
hotel4;Marigot;few clouds;Rental;805;
hotel5;Marigot;few clouds;Rental;58;
villa3;Marigot;few clouds;Both;972;Good Investment;
villa8;Saint-Pierre;scattered clouds;Both;8;Good Investment;
flat3;Apia;few clouds;Sale;72;Good Investment;
villa8;Apia;few clouds;Rental;814;
flat0;City of San Marino;thunderstorm;Both;428;Good Investment;
hotel7;S?o Tom?;NOT_FOUND;Sale;344;Good Investment;
flat4;Riyadh;clear sky;Both;574;Good Investment;
flat4;Riyadh;clear sky;Sale;404;Good Investment;
flat0;Dakar;broken clouds;Rental;368;
flat1;Dakar;broken clouds;Both;695;Good Investment;
hotel6;Dakar;broken clouds;Sale;994;Good Investment;
hotel1;Victoria;broken clouds;Rental;209;
villa0;Freetown;few clouds;Both;722;Good Investment;
hotel1;Singapore;broken clouds;Rental;855;
flat6;Singapore;broken clouds;Both;543;Good Investment;
hotel1;Philipsburg;clear sky;Sale;129;Good Investment;
hotel6;Bratislava;few clouds;Sale;222;Good Investment;
villa8;Bratislava;few clouds;Rental;318;
flat6;Ljubljana;broken clouds;Sale;736;Good Investment;
villa5;Honiara;haze;Both;635;Good Investment;
hotel1;Honiara;haze;Sale;144;Good Investment;
flat2;Mogadishu;broken clouds;Sale;540;Good Investment;
hotel5;Mogadishu;broken clouds;Both;335;Good Investment;
villa6;Pretoria;scattered clouds;Both;842;Good Investment;
hotel0;King Edward Point;NOT_FOUND;Sale;619;Good Investment;
villa5;Seoul;light intensity shower rain;Sale;337;Good Investment;
villa8;Seoul;light intensity shower rain;Both;643;Good Investment;
villa4;Juba;overcast clouds;Both;64;Good Investment;
villa3;Madrid;few clouds;Sale;596;Good Investment;
hotel4;Colombo;scattered clouds;Sale;405;Good Investment;
flat0;Paramaribo;scattered clouds;Sale;306;Good Investment;
villa2;Longyearbyen;broken clouds;Rental;86;
flat5;Lobamba;few clouds;Sale;661;Good Investment;
villa0;Taipei;scattered clouds;Rental;359;
flat3;Taipei;scattered clouds;Sale;206;Good Investment;
villa4;Dushanbe;clear sky;Rental;466;
hotel4;Dushanbe;clear sky;Rental;703;
flat8;Dodoma;clear sky;Sale;383;Good Investment;
villa7;Bangkok;scattered clouds;Both;523;Good Investment;
flat7;Lom?;NOT_FOUND;Rental;663;
villa2;Lom?;NOT_FOUND;Sale;433;Good Investment;
villa2;Fakaofo;NOT_FOUND;Rental;502;
hotel2;Port of Spain;shower rain;Both;579;Good Investment;
flat5;Ankara;few clouds;Sale;934;Good Investment;
villa8;Ankara;few clouds;Sale;102;Good Investment;
villa5;Cockburn Town;broken clouds;Rental;774;
hotel7;Cockburn Town;broken clouds;Both;486;Good Investment;
hotel8;Funafuti;few clouds;Both;862;Good Investment;
hotel7;Kiev;clear sky;Both;965;Good Investment;
villa6;Kiev;clear sky;Sale;817;Good Investment;
villa2;Kiev;clear sky;Both;714;Good Investment;
flat6;Abu Dhabi;dust;Both;834;Good Investment;
hotel6;Washington, D.C.;overcast clouds;Rental;286;
flat3;Washington, D.C.;overcast clouds;Both;163;Good Investment;
hotel8;Washington, D.C.;overcast clouds;Both;417;Good Investment;
hotel7;Montevideo;overcast clouds;Sale;750;Good Investment;
flat5;Montevideo;overcast clouds;Sale;784;Good Investment;
flat5;Tashkent;clear sky;Rental;907;
hotel3;Port Vila;NOT_FOUND;Rental;130;
hotel3;Port Vila;NOT_FOUND;Rental;173;
villa0;Caracas;clear sky;Rental;942;
flat0;Caracas;clear sky;Both;501;Good Investment;
villa0;Hanoi;clear sky;Sale;638;Good Investment;
hotel2;Hanoi;clear sky;Rental;705;
hotel8;Lusaka;clear sky;Sale;818;Good Investment;
